35.140 24.580 166    FMS    C    NS    0.000    SEA    103    NO    SUB    79
33.710 22.940 127    FMS    C    TF    0.000    SEA    104    NO    SUB    133
38.440 12.120 27    FMS    C    NF    20.000    SEA    105    NO    SUB    48
32.280 29.680 96    FMS    C    TS    10.000    SEA    106    NO    SUB    318
36.450 28.590 9    FMS    C    SS    0.000    SEA    107    NO    CRB    12
40.950 1.566 17    FMS    C    TF    7.000    SEA    108    NO    CCB    484
38.100 15.350 14    FMS    C    NF    10.000    ITA    56    NO    CRB    15
38.690 16.785 165    FMS    C    SS    14.000    SEA    109    NO    SUB    96
43.560 8.130 118    FMS    C    SS    14.000    SEA    113    NO    SUB    555
38.710 15.280 89    FMS    C    TF    2.000    SEA    114    NO    CCB    39
37.920 14.570 154    FMS    C    NF    33.000    ITA    57    NO    CCB    66
40.000 24.000 52    FMS    C    TF    0.000    SEA    120    NO    CRB    9
37.500 23.000 103    FMS    C    NF    0.000    SEA    126    NO    CTF    89
57.140 7.360 148    FMS    C    SS    15.000    SEA    128    NO    OTF    1592
60.400 2.000 145    FMS    C    SS    17.000    SEA    129    NO    OTF    1119
61.300 4.300 23    FMS    C    SS    15.000    SEA    130    NO    OTF    1150
55.100 5.050 160    BO    B    U    0.748    SEA    131    NO    OSR    1626
56.800 -1.600 175    BO    C    U    0.694    SEA    133    NO    OSR    1221
57.083 2.095 125    BO    C    U    1.480    SEA    134    NO    OSR    1341
35.860 25.960 85    FMS    C    SS    0.000    SEA    135    NO    SUB    181
57.763 0.911 160    BO    C    U    2.396    SEA    136    NO    OSR    1238
54.050 0.900 150    BO    B    U    0.175    SEA    137    NO    OSR    1559
54.050 0.900 180    BO    B    U    0.150    SEA    138    NO    OSR    1559
