!Plate boundaries by Peter Bird (2003)
>   AF   AN
-115.4120   32.7100    NA    PA
-115.2120   32.5118    NA    PA
-115.3300   32.4183    NA    PA
-115.0850   32.2359    NA    PA
-114.7650   31.9952    NA    PA
-114.5220   31.7860    NA    PA
-114.3320   31.6016    NA    PA
-114.2070   31.4585    NA    PA
-114.1180   31.3557    NA    PA
-114.3300   31.1936    NA    PA
-114.4390   31.0972    NA    PA
-114.3030   30.9123    NA    PA
-114.1290   30.6797    NA    PA
-113.9860   30.5134    NA    PA
-113.8070   30.3135    NA    PA
-114.0410   30.1205    NA    PA
-113.9090   29.9820    NA    PA
-113.7580   29.8344    NA    PA
-113.8700   29.7298    NA    PA
-113.9690   29.6458    NA    PA
-113.7750   29.4397    NA    PA
-113.5210   29.2054    NA    PA
-113.2810   29.0084    NA    PA
-113.3390   28.9498    NA    PA
-113.0870   28.7147    NA    PA
-112.8120   28.4987    NA    PA
-112.5890   28.3223    NA    PA
-112.3210   28.1249    NA    PA
-112.0150   27.9060    NA    PA
-111.7110   27.6935    NA    PA
-111.5060   27.5700    NA    PA
-111.3820   27.4969    NA    PA
-111.5690   27.2152    NA    PA
-111.3730   27.1053    NA    PA
-111.5060   26.9267    NA    PA
-111.2280   26.7234    NA    PA
-110.9570   26.5350    NA    PA
-110.7580   26.4159    NA    PA
-110.6800   26.3605    NA    PA
-110.7780   26.2249    NA    PA
-110.5720   26.0661    NA    PA
-110.2910   25.8895    NA    PA
-110.0240   25.7063    NA    PA
-109.8720   25.6073    NA    PA
-109.8060   25.5567    NA    PA
-110.0070   25.3392    NA    PA
-109.7880   25.1797    NA    PA
-109.5910   25.0163    NA    PA
-109.3500   24.8568    NA    PA
-109.1780   24.7348    NA    PA
-109.0620   24.6582    NA    PA
-109.2760   24.3960    NA    PA
-109.0020   24.1515    NA    PA
-108.8060   23.9844    NA    PA
-108.6100   23.8141    NA    PA
-108.4390   23.6743    NA    PA
-108.3570   23.6135    NA    PA
-108.6510   23.2413    NA    PA
-108.3880   23.0822    NA    PA
-108.0100   22.9857    NA    PA
-108.2320   22.7117    NA    PA
>   NA   SA
 -61.5534   18.9589    NA    SA
 -60.7526   19.2082    NA    SA
 -59.9491   19.4547    NA    SA
 -59.1305   19.3251    NA    SA
 -58.3090   19.1922    NA    SA
 -57.4928   19.0520    NA    SA
 -56.8045   18.6941    NA    SA
 -56.1185   18.2576    NA    SA
 -55.4838   17.7843    NA    SA
 -54.8525   17.3090    NA    SA
 -54.1555   17.1359    NA    SA
 -53.4599   16.9565    NA    SA
 -52.8812   16.7607    NA    SA
 -52.3037   16.5670    NA    SA
 -51.6610   16.3210    NA    SA
 -51.0241   16.0729    NA    SA
 -50.4668   15.8704    NA    SA
 -49.8027   15.9830    NA    SA
 -49.2071   16.0346    NA    SA
 -48.5146   16.0126    NA    SA
 -47.6930   15.9566    NA    SA
 -47.3984   15.8043    NA    SA
 -46.7658   15.4506    NA    SA
>   NZ   PA
-102.3190   -0.0155    NZ    PA
-102.3970   -0.5032    NZ    PA
-102.5240   -1.2828    NZ    PA
-102.3990   -1.2834    NZ    PA
-102.4620   -1.5327    NZ    PA
-102.3070   -1.5959    NZ    PA
-102.4020   -1.9075    NZ    PA
-102.6210   -1.9061    NZ    PA
-102.6870   -2.4357    NZ    PA
-102.7540   -2.9339    NZ    PA
-102.5660   -2.9357    NZ    PA
-102.5710   -3.4347    NZ    PA
-102.7350   -4.0564    NZ    PA
-103.6370   -3.9509    NZ    PA
-104.5390   -3.8444    NZ    PA
-104.6990   -4.1516    NZ    PA
-105.3800   -4.0785    NZ    PA
-105.5440   -4.5694    NZ    PA
-106.2530   -4.4939    NZ    PA
-106.4500   -5.0432    NZ    PA
-106.5870   -5.6238    NZ    PA
-106.7410   -5.6199    NZ    PA
-106.7520   -6.0187    NZ    PA
-106.8450   -6.0162    NZ    PA
-106.9500   -6.4428    NZ    PA
-107.4410   -6.3667    NZ    PA
-107.6070   -6.7592    NZ    PA
-107.6530   -7.1859    NZ    PA
-107.8800   -7.5141    NZ    PA
-108.0630   -8.2401    NZ    PA
-108.1920   -8.3569    NZ    PA
-108.3200   -9.1448    NZ    PA
-109.0380   -9.0354    NZ    PA
-109.7560   -8.9245    NZ    PA
-109.8570   -9.6766    NZ    PA
-110.0710   -9.6651    NZ    PA
-110.2180  -10.0804    NZ    PA
-110.2920  -10.8017    NZ    PA
-110.4470  -10.8224    NZ    PA
-110.4850  -11.3942    NZ    PA
-110.6750  -11.4724    NZ    PA
-110.9260  -11.9684    NZ    PA
-111.0770  -12.7417    NZ    PA
-110.8920  -12.7553    NZ    PA
-111.0070  -13.4108    NZ    PA
-111.1910  -13.3964    NZ    PA
-111.2660  -13.5413    NZ    PA
-111.8460  -13.4645    NZ    PA
-112.4260  -13.3863    NZ    PA
-112.4390  -13.8646    NZ    PA
-112.5810  -14.0619    NZ    PA
-112.6130  -14.7180    NZ    PA
-112.7660  -14.7038    NZ    PA
-112.8690  -15.2478    NZ    PA
-112.9730  -15.7917    NZ    PA
-113.0660  -16.3513    NZ    PA
-112.9730  -16.3609    NZ    PA
-113.1650  -16.6703    NZ    PA
-113.0410  -16.6834    NZ    PA
-113.2410  -17.0515    NZ    PA
-113.1170  -17.0650    NZ    PA
-113.3290  -17.5211    NZ    PA
-113.1740  -17.5384    NZ    PA
-113.3880  -17.9938    NZ    PA
-113.2640  -18.0081    NZ    PA
-113.3830  -18.4442    NZ    PA
-113.5200  -18.7579    NZ    PA
-113.3640  -18.7766    NZ    PA
-113.6230  -19.2852    NZ    PA
-113.4980  -19.3006    NZ    PA
-113.6970  -19.9675    NZ    PA
-113.7960  -20.3210    NZ    PA
-113.9310  -20.5745    NZ    PA
-114.0870  -20.5993    NZ    PA
-114.2290  -21.1213    NZ    PA
-114.3180  -21.5636    NZ    PA
-114.3790  -21.6270    NZ    PA
-114.4210  -22.1145    NZ    PA
>   NZ   SA
 -76.0062  -45.6585    NZ    SA
 -75.8214  -44.8494    NZ    SA
 -75.7824  -44.0506    NZ    SA
 -75.6316  -43.6482    NZ    SA
 -75.5580  -42.9722    NZ    SA
 -75.4017  -42.2845    NZ    SA
 -75.3969  -41.8256    NZ    SA
 -75.3922  -41.3666    NZ    SA
 -75.1889  -40.8628    NZ    SA
 -75.1948  -40.3589    NZ    SA
 -75.1278  -39.8131    NZ    SA
 -75.1495  -39.5644    NZ    SA
 -74.9883  -39.0681    NZ    SA
 -74.8359  -38.5420    NZ    SA
 -74.6548  -38.1376    NZ    SA
 -74.5956  -37.5635    NZ    SA
 -74.4416  -36.7249    NZ    SA
 -74.2617  -36.1653    NZ    SA
 -73.8974  -35.5777    NZ    SA
 -73.6755  -34.8876    NZ    SA
 -73.2457  -34.2904    NZ    SA
 -72.9375  -33.8369    NZ    SA
 -72.8610  -33.3585    NZ    SA
 -72.8890  -32.7419    NZ    SA
 -72.7622  -32.3188    NZ    SA
 -72.6783  -31.5313    NZ    SA
 -72.6181  -30.9652    NZ    SA
 -72.5999  -30.1903    NZ    SA
 -72.5546  -29.5357    NZ    SA
 -72.4332  -28.9014    NZ    SA
 -72.1698  -28.2776    NZ    SA
 -71.9578  -27.7547    NZ    SA
 -71.8471  -27.2478    NZ    SA
 -71.7525  -26.6522    NZ    SA
 -71.6283  -25.8397    NZ    SA
 -71.5243  -25.0928    NZ    SA
 -71.4659  -24.2626    NZ    SA
 -71.3895  -23.5227    NZ    SA
 -71.3475  -22.7584    NZ    SA
 -71.3068  -21.9654    NZ    SA
>   NZ   AP
 -71.3068  -21.9654    NZ    AP
 -71.2495  -21.2622    NZ    AP
 -71.3228  -20.7577    NZ    AP
 -71.3623  -20.2491    NZ    AP
 -71.4865  -19.8112    NZ    AP
 -71.7465  -19.2981    NZ    AP
 -72.2664  -18.7215    NZ    AP
 -72.7366  -18.2567    NZ    AP
 -73.3997  -17.7470    NZ    AP
 -73.9493  -17.3735    NZ    AP
 -74.6095  -16.8230    NZ    AP
 -75.2923  -16.3302    NZ    AP
 -75.9163  -15.7355    NZ    AP
>   NZ   SA
 -75.9163  -15.7355    NZ    SA
 -76.4029  -15.2185    NZ    SA
 -76.7648  -14.8433    NZ    SA
 -77.1254  -14.4675    NZ    SA
 -77.6388  -13.9136    NZ    SA
 -78.1476  -13.3872    NZ    SA
 -78.4069  -13.0144    NZ    SA
 -78.6654  -12.6414    NZ    SA
 -79.1472  -11.8903    NZ    SA
 -79.6181  -11.2906    NZ    SA
 -79.9966  -10.5603    NZ    SA
 -80.3684   -9.9209    NZ    SA
 -80.7010   -9.4340    NZ    SA
 -81.0406   -8.6654    NZ    SA
 -81.3747   -7.9884    NZ    SA
 -81.5492   -7.3060    NZ    SA
 -81.7840   -6.6554    NZ    SA
 -81.9541   -6.0027    NZ    SA
 -81.9985   -5.2534    NZ    SA
 -82.0098   -4.5035    NZ    SA
 -81.9258   -3.7213    NZ    SA
 -81.5989   -3.2445    NZ    SA
>   NZ   ND
 -81.5989   -3.2445    NZ    ND
 -81.6519   -3.0002    NZ    ND
 -81.5318   -2.4375    NZ    ND
 -81.5985   -1.8138    NZ    ND
 -81.4146   -1.0955    NZ    ND
 -81.2294   -0.2845    NZ    ND
 -80.8866    0.4319    NZ    ND
 -80.5738    1.0534    NZ    ND
 -80.2917    1.5494    NZ    ND
 -79.7913    2.0737    NZ    ND
 -79.4780    2.4270    NZ    ND
 -79.1646    2.7802    NZ    ND
 -78.6617    3.3920    NZ    ND
 -78.3419    4.0659    NZ    ND
 -78.0800    4.8315    NZ    ND
 -77.9101    5.5053    NZ    ND
 -78.0080    6.0045    NZ    ND
>   ON   PS
 128.4620   25.4576    ON    PS
 128.9780   25.8591    ON    PS
 129.3600   26.1908    ON    PS
 129.7850   26.6709    ON    PS
 130.2110   27.2135    ON    PS
 130.5230   27.7094    ON    PS
 130.6490   28.1358    ON    PS
 131.0970   28.3182    ON    PS
 131.3090   28.4508    ON    PS
 131.4670   28.7508    ON    PS
 131.5240   28.8591    ON    PS
 131.6280   28.9874    ON    PS
 131.7600   29.3921    ON    PS
 132.0730   29.8177    ON    PS
 132.4020   30.2149    ON    PS
 132.6300   30.4926    ON    PS
 132.8240   30.7544    ON    PS
>   AM   PS
 132.8240   30.7544    AM    PS
 132.9650   30.9698    AM    PS
 133.1970   31.2162    AM    PS
 133.5000   31.5152    AM    PS
 134.0420   31.8821    AM    PS
 134.6910   32.1997    AM    PS
 135.0260   32.3264    AM    PS
 135.3560   32.4600    AM    PS
 135.6120   32.5372    AM    PS
 136.0250   32.6860    AM    PS
 136.5240   32.8681    AM    PS
 137.0300   33.0526    AM    PS
 137.5460   33.4046    AM    PS
 138.0660   33.7495    AM    PS
 138.3830   34.0590    AM    PS
 138.5080   34.5822    AM    PS
 138.6740   35.0337    AM    PS
>   OK   PS
 138.6740   35.0337    OK    PS
 139.2340   35.0141    OK    PS
 139.4290   34.8599    OK    PS
 139.9230   34.7126    OK    PS
 140.4400   34.6310    OK    PS
 140.8700   34.5295    OK    PS
 141.1040   34.4389    OK    PS
 141.4410   34.3565    OK    PS
 141.8830   34.2127    OK    PS
>   PS   CL
 134.5210    6.9902    PS    CL
 135.4150    6.8951    PS    CL
 136.1830    6.9889    PS    CL
 136.7590    7.3677    PS    CL
 137.1440    7.6196    PS    CL
 137.5290    7.8712    PS    CL
 137.9820    8.5336    PS    CL
 138.3090    9.1962    PS    CL
 138.3590    9.3787    PS    CL
>   PS   PA
 138.3590    9.3787    PS    PA
 138.5740    9.9526    PS    PA
 138.7100   10.6492    PS    PA
 138.8130   11.1214    PS    PA
 139.4830   10.9006    PS    PA
 140.1000   10.9459    PS    PA
 140.7720   10.8578    PS    PA
 141.6080   11.0581    PS    PA
 142.1220   11.2852    PS    PA
 142.9610   11.4031    PS    PA
 143.0970   11.5689    PS    PA
>   MA   PA
 143.0970   11.5689    MA    PA
 143.5030   11.4936    MA    PA
 144.1570   11.7896    MA    PA
 144.6190   12.0206    MA    PA
 145.0240   12.2112    MA    PA
 145.3490   12.3141    MA    PA
 145.6910   12.6466    MA    PA
 146.2210   13.0015    MA    PA
 146.7520   13.3632    MA    PA
 147.2010   14.2158    MA    PA
 147.4620   14.9661    MA    PA
 147.6840   15.6530    MA    PA
 147.7870   16.5234    MA    PA
 147.8560   17.2831    MA    PA
 147.8110   18.0602    MA    PA
 147.8200   18.6465    MA    PA
 147.6190   19.1724    MA    PA
 147.4600   19.7452    MA    PA
 147.2070   20.3034    MA    PA
 147.0190   20.8051    MA    PA
 146.8220   21.3306    MA    PA
 146.5450   21.7298    MA    PA
 146.0620   22.2015    MA    PA
 145.2920   22.7123    MA    PA
 144.7060   23.2501    MA    PA
 144.0220   23.7644    MA    PA
 143.5220   24.3908    MA    PA
>   PS   PA
 143.5220   24.3908    PS    PA
 143.0960   24.9092    PS    PA
 143.0980   24.9176    PS    PA
 143.0750   25.6124    PS    PA
 143.2310   26.3289    PS    PA
 143.2600   26.7370    PS    PA
 143.2430   27.4633    PS    PA
 143.1720   27.9407    PS    PA
 143.0020   28.5187    PS    PA
 142.7480   28.9754    PS    PA
 142.5070   29.6208    PS    PA
 142.4730   30.1282    PS    PA
 142.2240   30.7110    PS    PA
 142.1590   31.3152    PS    PA
 142.0990   31.9825    PS    PA
 141.9940   32.5576    PS    PA
 142.0120   33.2525    PS    PA
 141.8580   33.7039    PS    PA
 141.8830   34.2127    PS    PA
>   KE   TO
-174.9850  -23.7499    KE    TO
-175.6910  -23.8526    KE    TO
-176.3560  -23.9520    KE    TO
-176.8870  -24.0295    KE    TO
-177.4190  -24.1051    KE    TO
>   NI   FT
-176.3460  -14.6340    NI    FT
-176.3390  -14.7803    NI    FT
-176.3190  -14.9040    NI    FT
-176.3310  -15.0501    NI    FT
-176.3410  -15.1836    NI    FT
-176.3870  -15.3117    NI    FT
-176.4620  -15.4194    NI    FT
-176.5260  -15.4894    NI    FT
-176.6600  -15.6041    NI    FT
-177.1300  -15.5594    NI    FT
>   NI   AU
-177.1300  -15.5594    NI    AU
-177.2480  -15.7096    NI    AU
-177.3840  -15.8066    NI    AU
-177.4930  -15.8989    NI    AU
-177.5750  -15.9611    NI    AU
-177.6340  -16.0236    NI    AU
-177.6640  -16.1065    NI    AU
-177.6780  -16.1769    NI    AU
-177.5130  -16.3196    NI    AU
-177.3640  -16.4370    NI    AU
-177.2010  -16.5746    NI    AU
-177.0680  -16.7246    NI    AU
-176.9210  -16.8772    NI    AU
-176.8200  -17.0344    NI    AU
-176.7130  -17.2194    NI    AU
-176.6250  -17.3992    NI    AU
-176.5320  -17.5740    NI    AU
-176.4620  -17.7310    NI    AU
-176.4030  -17.8727    NI    AU
-176.3040  -18.0551    NI    AU
-176.2970  -18.1308    NI    AU
-176.3300  -18.2666    NI    AU
-176.3460  -18.3068    NI    AU
-176.4400  -18.4723    NI    AU
-176.5110  -18.6002    NI    AU
-176.5510  -18.6855    NI    AU
-176.5840  -18.7684    NI    AU
-176.5870  -18.8364    NI    AU
-176.5700  -18.9752    NI    AU
-176.5490  -19.2174    NI    AU
-175.9790  -19.3865    NI    AU
>   TO   NI
-173.8360  -14.5338    TO    NI
-173.9050  -14.6290    TO    NI
-174.0070  -14.7666    TO    NI
-174.0770  -14.8946    TO    NI
-174.1390  -15.0150    TO    NI
-174.1880  -15.1330    TO    NI
-174.2640  -15.3138    TO    NI
-174.5670  -15.2505    TO    NI
-174.6670  -15.3705    TO    NI
-174.7310  -15.4708    TO    NI
-174.8220  -15.6161    TO    NI
-174.8660  -15.7392    TO    NI
-174.8700  -15.8804    TO    NI
-174.6010  -15.9358    TO    NI
-174.5680  -16.0521    TO    NI
-174.5690  -16.2008    TO    NI
-174.5760  -16.3545    TO    NI
-174.5500  -16.5967    TO    NI
-174.5350  -16.7355    TO    NI
-174.5290  -16.8742    TO    NI
-174.5230  -17.0658    TO    NI
-174.5650  -17.1007    TO    NI
-174.5990  -17.3197    TO    NI
-174.5710  -17.3603    TO    NI
-174.5970  -17.6122    TO    NI
-174.5600  -17.6301    TO    NI
-174.5680  -17.8418    TO    NI
-174.6590  -18.0351    TO    NI
-174.7570  -18.2308    TO    NI
-174.8700  -18.4163    TO    NI
-174.9560  -18.6045    TO    NI
-175.0350  -18.7878    TO    NI
-175.0950  -19.0015    TO    NI
-175.1550  -19.2253    TO    NI
-175.1890  -19.4594    TO    NI
-175.2100  -19.7037    TO    NI
-175.9790  -19.3865    TO    NI
>   TO   AU
-175.9790  -19.3865    TO    AU
-176.0270  -19.6508    TO    AU
-176.0790  -19.8141    TO    AU
-176.1220  -19.8843    TO    AU
-176.1820  -20.1056    TO    AU
-176.1160  -20.1289    TO    AU
-176.1520  -20.2647    TO    AU
-176.1590  -20.4234    TO    AU
-176.1760  -20.4939    TO    AU
-176.1900  -20.6550    TO    AU
-176.2370  -20.7958    TO    AU
-176.2640  -20.8913    TO    AU
-176.2890  -20.9995    TO    AU
-176.3220  -21.1126    TO    AU
-176.3720  -21.3012    TO    AU
-176.4050  -21.4874    TO    AU
-176.4490  -21.6005    TO    AU
-176.5200  -21.8115    TO    AU
-176.6010  -22.0074    TO    AU
-176.6350  -22.2314    TO    AU
-176.6910  -22.2864    TO    AU
-176.7090  -22.5005    TO    AU
-176.7480  -22.7345    TO    AU
-176.9130  -23.0481    TO    AU
-177.1020  -23.4144    TO    AU
-177.2500  -23.7079    TO    AU
-177.4190  -24.1051    TO    AU
>   SC   AN
 -76.4833  -52.0684    SC    AN
 -76.3121  -52.9285    SC    AN
 -76.0197  -53.4352    SC    AN
 -75.7203  -53.9412    SC    AN
 -75.2389  -54.2941    SC    AN
 -74.7492  -54.6451    SC    AN
 -74.1202  -55.0037    SC    AN
 -73.4799  -55.3590    SC    AN
 -72.9952  -55.6654    SC    AN
 -72.2772  -55.9624    SC    AN
 -71.5481  -56.2552    SC    AN
 -70.4011  -56.6220    SC    AN
 -69.2561  -56.8522    SC    AN
 -68.0972  -57.0717    SC    AN
 -67.1018  -57.5019    SC    AN
 -65.8672  -57.7363    SC    AN
 -64.6170  -57.9586    SC    AN
>   SC   AN
 -64.6170  -57.9586    SC    AN
 -63.5707  -58.3592    SC    AN
 -62.5714  -58.6029    SC    AN
 -61.0399  -59.0105    SC    AN
 -59.7045  -59.4535    SC    AN
 -58.9698  -59.7285    SC    AN
 -58.2230  -59.9993    SC    AN
 -56.9250  -60.5647    SC    AN
>   SL   AN
 -56.9250  -60.5647    SL    AN
 -57.4938  -60.8546    SL    AN
 -58.1308  -60.9615    SL    AN
 -58.8906  -61.0818    SL    AN
 -59.8360  -61.1768    SL    AN
 -60.6502  -61.3632    SL    AN
 -61.3323  -61.5431    SL    AN
 -62.2029  -61.8412    SL    AN
 -63.1053  -62.1100    SL    AN
 -63.9693  -62.4224    SL    AN
>   SL   AN
 -63.9693  -62.4224    SL    AN
 -63.2916  -62.8247    SL    AN
 -62.4198  -63.0013    SL    AN
 -61.7501  -63.2928    SL    AN
 -60.1180  -62.9452    SL    AN
 -58.6143  -62.5533    SL    AN
 -57.3896  -62.3038    SL    AN
 -56.3056  -62.0627    SL    AN
 -55.4359  -61.6868    SL    AN
 -54.3007  -61.5102    SL    AN
>   SC   SL
 -56.9250  -60.5647    SC    SL
 -56.2692  -60.7422    SC    SL
 -55.8097  -60.7001    SC    SL
 -55.0666  -60.7631    SC    SL
 -54.3090  -60.9776    SC    SL
 -54.3007  -61.5102    SC    SL
>   SC   AN
 -54.3007  -61.5102    SC    AN
 -53.1221  -61.0366    SC    AN
 -52.0681  -60.7527    SC    AN
 -51.1194  -60.5725    SC    AN
 -50.8871  -60.0936    SC    AN
 -49.5994  -60.0436    SC    AN
 -48.2507  -59.9684    SC    AN
 -46.9632  -59.9598    SC    AN
 -45.6034  -60.0915    SC    AN
 -44.2259  -60.2425    SC    AN
>   EU   AF
  20.0000   37.9075    EU    AF
  20.3001   37.8039    EU    AF
>   AS   AT
  29.7309   35.4273    AS    AT
  29.3888   35.7284    AS    AT
  29.1369   35.9703    AS    AT
  28.7888   36.3607    AS    AT
  28.4107   36.9833    AS    AT
  28.2545   37.2689    AS    AT
  28.2543   37.5205    AS    AT
  28.2780   37.7570    AS    AT
  28.1998   37.9645    AS    AT
  27.9538   38.2275    AS    AT
  27.6719   38.4991    AS    AT
  27.1380   38.8764    AS    AT
  26.6101   39.2980    AS    AT
  26.2562   39.5286    AS    AT
  25.8605   39.7078    AS    AT
  25.4165   40.1564    AS    AT
>   AS   EU
  25.4165   40.1564    AS    EU
  24.9310   40.0922    AS    EU
  24.5595   40.0554    AS    EU
  24.0022   39.9178    AS    EU
  23.7866   39.7204    AS    EU
  23.4634   39.2869    AS    EU
  23.2120   38.9484    AS    EU
  22.9546   38.5990    AS    EU
  22.7272   38.2713    AS    EU
  22.1637   38.3553    AS    EU
  21.5822   38.4205    AS    EU
  21.0967   38.4389    AS    EU
  20.4374   38.4712    AS    EU
  20.2819   38.1148    AS    EU
  20.3001   37.8039    AS    EU
>   AR   AF
  36.4134   36.0232    AR    AF
  36.4315   35.7522    AR    AF
  36.3960   35.2854    AR    AF
  36.3249   34.4818    AR    AF
  36.0242   34.0961    AR    AF
  35.7262   33.7097    AR    AF
  35.6483   33.2325    AR    AF
  35.5713   32.7553    AR    AF
  35.4701   32.0035    AR    AF
  35.3089   31.3833    AR    AF
  35.1417   30.7025    AR    AF
  34.9519   30.0000    AR    AF
>   AT   AR
  36.4134   36.0232    AT    AR
  36.3892   36.2596    AT    AR
  36.4665   36.7303    AT    AR
  36.7895   37.3979    AT    AR
  37.0832   37.5118    AT    AR
  37.6822   37.8337    AT    AR
  38.0417   37.9941    AT    AR
  38.3652   38.1214    AT    AR
  38.8565   38.3141    AT    AR
  39.4017   38.4970    AT    AR
  40.1627   38.7681    AT    AR
  40.6242   38.8568    AT    AR
  41.0015   39.0799    AT    AR
>   EU   AR
  41.0015   39.0799    EU    AR
  41.0262   38.8487    EU    AR
  41.2363   38.6156    EU    AR
  41.8391   38.3551    EU    AR
  42.2891   38.2127    EU    AR
  42.7973   37.9905    EU    AR
  43.1758   37.6850    EU    AR
  43.6475   37.4066    EU    AR
  44.0195   37.0984    EU    AR
  44.3568   36.5716    EU    AR
  44.5148   36.0150    EU    AR
  44.6705   35.4581    EU    AR
  44.8361   35.0245    EU    AR
  45.0000   34.5906    EU    AR
>   AT   EU
  41.0015   39.0799    AT    EU
  40.4492   39.3925    AT    EU
  39.8920   39.7025    AT    EU
  39.2684   39.9087    AT    EU
  38.7948   40.0091    AT    EU
  38.0213   40.2690    AT    EU
  37.0620   40.6003    AT    EU
  36.1686   40.8487    AT    EU
  35.5272   41.0018    AT    EU
  34.8317   41.1231    AT    EU
  34.2864   41.1587    AT    EU
  33.4053   41.0231    AT    EU
  32.3925   40.8601    AT    EU
  31.4817   40.6786    AT    EU
  31.1161   40.6149    AT    EU
  30.7745   40.6010    AT    EU
  30.0071   40.7682    AT    EU
  29.0302   40.6861    AT    EU
  28.7245   40.6679    AT    EU
  27.9873   40.6176    AT    EU
  27.5677   40.6400    AT    EU
  27.2559   40.7892    AT    EU
  26.5968   40.5532    AT    EU
  26.0097   40.3255    AT    EU
  25.4165   40.1564    AT    EU
>   OK   NA
 164.0660   55.2092    OK    NA
 163.3400   55.8170    OK    NA
 162.5920   56.4203    OK    NA
 162.9600   56.8360    OK    NA
 163.3360   57.2505    OK    NA
 163.7210   57.6638    OK    NA
 164.1150   58.0760    OK    NA
 164.5180   58.4869    OK    NA
 164.9300   58.8966    OK    NA
 166.2580   59.3762    OK    NA
 167.6230   59.8420    OK    NA
 169.0270   60.2932    OK    NA
 169.8650   61.0172    OK    NA
 170.7430   61.7358    OK    NA
>   OK   NA
 170.7430   61.7358    OK    NA
 169.7220   61.6666    OK    NA
 168.7060   61.5898    OK    NA
 167.6960   61.5055    OK    NA
 166.6910   61.4138    OK    NA
 165.0130   61.3376    OK    NA
 163.3450   61.2409    OK    NA
 162.3530   61.2721    OK    NA
 161.3590   61.2961    OK    NA
 160.3630   61.3128    OK    NA
 159.3670   61.3222    OK    NA
 158.0450   61.4068    OK    NA
 156.7170   61.4785    OK    NA
 155.3370   61.6067    OK    NA
 153.9460   61.7209    OK    NA
 152.5960   62.3526    OK    NA
 151.1890   62.9707    OK    NA
 149.7210   63.5742    OK    NA
 148.1910   64.1621    OK    NA
 146.5950   64.7332    OK    NA
 144.9320   65.2865    OK    NA
>   OK   EU
 144.9320   65.2865    OK    EU
 145.4870   64.4376    OK    EU
 146.0080   63.5867    OK    EU
 146.4990   62.7340    OK    EU
 146.9630   61.8797    OK    EU
 146.1260   61.5698    OK    EU
 145.3060   61.2549    OK    EU
 144.5020   60.9351    OK    EU
 143.7150   60.6107    OK    EU
 142.9430   60.2817    OK    EU
 142.1870   59.9484    OK    EU
 142.0860   59.4786    OK    EU
 141.9880   59.0087    OK    EU
 141.8930   58.5387    OK    EU
 141.8000   58.0686    OK    EU
 141.7090   57.5985    OK    EU
 141.6210   57.1283    OK    EU
 141.5350   56.6581    OK    EU
 141.4510   56.1878    OK    EU
 141.7000   55.6503    OK    EU
 141.9430   55.1123    OK    EU
 142.1790   54.5738    OK    EU
 142.4090   54.0349    OK    EU
>   OK   AM
 142.4090   54.0349    OK    AM
 142.8490   53.3843    OK    AM
 142.7840   53.0425    OK    AM
 142.6920   52.5418    OK    AM
 142.5410   51.6998    OK    AM
 142.3980   50.8574    OK    AM
 142.5210   50.3178    OK    AM
 142.6410   49.7781    OK    AM
 142.7610   49.2409    OK    AM
 142.8780   48.7036    OK    AM
 142.0230   48.0512    OK    AM
 141.1780   47.3923    OK    AM
 140.5530   46.9557    OK    AM
 139.9380   46.5157    OK    AM
 139.3700   46.2240    OK    AM
 139.1580   45.9466    OK    AM
 139.0380   45.4118    OK    AM
 138.8500   44.8113    OK    AM
 138.5770   44.2948    OK    AM
 138.5630   43.9389    OK    AM
 138.8010   43.1922    OK    AM
 138.8110   42.7664    OK    AM
 138.8240   41.9955    OK    AM
 138.7430   41.7693    OK    AM
 138.4890   41.4818    OK    AM
 138.4750   41.1030    OK    AM
 138.7560   40.7823    OK    AM
 138.6550   40.4744    OK    AM
 138.6550   40.0722    OK    AM
 138.3520   39.8324    OK    AM
 138.0850   39.6594    OK    AM
 137.8450   39.4043    OK    AM
 137.7740   38.9816    OK    AM
 137.8480   38.4846    OK    AM
 137.8890   37.8556    OK    AM
 137.9020   37.1840    OK    AM
 137.8540   36.5997    OK    AM
 137.8940   36.3109    OK    AM
 138.1210   36.0267    OK    AM
 138.2590   35.7340    OK    AM
 138.4210   35.3600    OK    AM
 138.6740   35.0337    OK    AM
>   AM   EU
 142.4090   54.0349    AM    EU
 141.2780   54.0742    AM    EU
 140.1450   54.1028    AM    EU
 139.2110   54.3328    AM    EU
 137.9180   54.5883    AM    EU
 136.6100   54.8299    AM    EU
 135.1380   55.0602    AM    EU
 133.6500   55.2726    AM    EU
 132.6740   55.4913    AM    EU
 131.6880   55.7022    AM    EU
 130.7470   55.8611    AM    EU
 129.7980   56.0127    AM    EU
 128.3930   56.4015    AM    EU
 126.9600   56.7741    AM    EU
 125.4990   57.1299    AM    EU
 124.5730   57.1781    AM    EU
 123.6450   57.2194    AM    EU
 122.7150   57.2538    AM    EU
 121.7840   57.2814    AM    EU
 120.8510   57.3021    AM    EU
 119.9180   57.3159    AM    EU
 119.0210   57.1509    AM    EU
 118.1330   56.9796    AM    EU
 117.2530   56.8021    AM    EU
 116.3820   56.6184    AM    EU
 115.0150   56.5256    AM    EU
 113.6560   56.4179    AM    EU
 112.3050   56.2954    AM    EU
 110.9240   56.2207    AM    EU
 109.7580   55.7616    AM    EU
 109.3750   55.3308    AM    EU
 109.0000   54.8989    AM    EU
 108.6910   54.1503    AM    EU
